38.07111111111111, 13, 25
43.715555555555554, 13, 26
57.88, 13, 27
43.64, 13, 28
54.08888888888889, 13, 29
23.191111111111113, 13, 30
24.96, 13, 31
47.44, 13, 32
42.013333333333335, 13, 33
54.66222222222222, 13, 53
60.40888888888889, 14, 01
61.791111111111114, 14, 01
61.284444444444446, 14, 02
41.324444444444445, 14, 24
47.87111111111111, 14, 24
48.18222222222222, 14, 25
42.24888888888889, 19, 33
39.404444444444444, 19, 34
129.26222222222222, 19, 37
38.297777777777775, 19, 38
38.14222222222222, 19, 39
37.31111111111111, 19, 39
38.102222222222224, 19, 40
38.102222222222224, 10, 07
36.82666666666667, 10, 07
